Serial Number,Conrod Name,Conrod Variant,Conrod Size,Small End Diameter,Big End Diameter,Center Distance,Pin Name,Pin Size,Ball Bearing Name,Ball Bearing Variant,Ball Bearing Size,Amount
328,Activa - HET,Local,7,,,,HET,7,HET,Local,7,
329,Activa - HET,NRB,STD,,,,HET,STD,HET,NRB,STD,
330,Activa - HET,NRB,1,,,,HET,1,HET,NRB,1,
331,Activa - HET,NRB,2,,,,HET,2,HET,NRB,2,
332,Activa - HET,NRB,3,,,,HET,3,HET,NRB,3,
333,Activa - HET,NRB,4,,,,HET,4,HET,NRB,4,
334,Activa - HET,NRB,5,,,,HET,5,HET,NRB,5,
335,Activa - HET,NRB,6,,,,HET,6,HET,NRB,6,
336,Activa - HET,NRB,7,,,,HET,7,HET,NRB,7,
337,Activa - HET 125,Local,STD,,,,HET,STD,HET,Local,STD,
338,Activa - HET 125,Local,1,,,,HET,1,HET,Local,1,
339,Activa - HET 125,Local,2,,,,HET,2,HET,Local,2,
340,Activa - HET 125,Local,3,,,,HET,3,HET,Local,3,
341,Activa - HET 125,Local,4,,,,HET,4,HET,Local,4,
342,Activa - HET 125,Local,5,,,,HET,5,HET,Local,5,
343,Activa - HET 125,Local,6,,,,HET,6,HET,Local,6,
344,Activa - HET 125,Local,7,,,,HET,7,HET,Local,7,
345,Activa - HET 125,NRB,STD,,,,HET,STD,HET,NRB,STD,
346,Activa - HET 125,NRB,1,,,,HET,1,HET,NRB,1,
347,Activa - HET 125,NRB,2,,,,HET,2,HET,NRB,2,
348,Activa - HET 125,NRB,3,,,,HET,3,HET,NRB,3,
349,Activa - HET 125,NRB,4,,,,HET,4,HET,NRB,4,
350,Activa - HET 125,NRB,5,,,,HET,5,HET,NRB,5,
351,Activa - HET 125,NRB,6,,,,HET,6,HET,NRB,6,
352,Activa - HET 125,NRB,7,,,,HET,7,HET,NRB,7,
353,Twister,Local,STD,,,,Twister,STD,HET,Local,STD,
354,Twister,Local,1,,,,Twister,1,HET,Local,1,
355,Twister,Local,2,,,,Twister,2,HET,Local,2,
356,Twister,Local,3,,,,Twister,3,HET,Local,3,
357,Twister,Local,4,,,,Twister,4,HET,Local,4,
358,Twister,Local,5,,,,Twister,5,HET,Local,5,
359,Twister,Local,6,,,,Twister,6,HET,Local,6,
360,Twister,Local,7,,,,Twister,7,HET,Local,7,
361,Twister,NRB,STD,,,,Twister,STD,HET,NRB,STD,
362,Twister,NRB,1,,,,Twister,1,HET,NRB,1,
363,Twister,NRB,2,,,,Twister,2,HET,NRB,2,
364,Twister,NRB,3,,,,Twister,3,HET,NRB,3,
365,Twister,NRB,4,,,,Twister,4,HET,NRB,4,
366,Twister,NRB,5,,,,Twister,5,HET,NRB,5,
367,Twister,NRB,6,,,,Twister,6,HET,NRB,6,
368,Twister,NRB,7,,,,Twister,7,HET,NRB,7,
369,Dream Yuga,Local,STD,,,,Twister,STD,HET,Local,STD,
370,Dream Yuga,Local,1,,,,Twister,1,HET,Local,1,
371,Dream Yuga,Local,2,,,,Twister,2,HET,Local,2,
372,Dream Yuga,Local,3,,,,Twister,3,HET,Local,3,
373,Dream Yuga,Local,4,,,,Twister,4,HET,Local,4,
374,Dream Yuga,Local,5,,,,Twister,5,HET,Local,5,
375,Dream Yuga,Local,6,,,,Twister,6,HET,Local,6,
376,Dream Yuga,Local,7,,,,Twister,7,HET,Local,7,
377,Dream Yuga,NRB,STD,,,,Twister,STD,HET,NRB,STD,
378,Dream Yuga,NRB,1,,,,Twister,1,HET,NRB,1,
379,Dream Yuga,NRB,2,,,,Twister,2,HET,NRB,2,
380,Dream Yuga,NRB,3,,,,Twister,3,HET,NRB,3,
381,Dream Yuga,NRB,4,,,,Twister,4,HET,NRB,4,
382,Dream Yuga,NRB,5,,,,Twister,5,HET,NRB,5,
383,Dream Yuga,NRB,6,,,,Twister,6,HET,NRB,6,
384,Dream Yuga,NRB,7,,,,Twister,7,HET,NRB,7,
385,Activa 125 New,Local,STD,,,,HET,STD,HET,Local,STD,
386,Activa 125 New,Local,1,,,,HET,1,HET,Local,1,
387,Activa 125 New,Local,2,,,,HET,2,HET,Local,2,
388,Activa 125 New,Local,3,,,,HET,3,HET,Local,3,
389,Activa 125 New,Local,4,,,,HET,4,HET,Local,4,
390,Activa 125 New,Local,5,,,,HET,5,HET,Local,5,
391,Activa 125 New,Local,6,,,,HET,6,HET,Local,6,
392,Activa 125 New,Local,7,,,,HET,7,HET,Local,7,
393,Activa 125 New,NRB,STD,,,,HET,STD,HET,NRB,STD,
394,Activa 125 New,NRB,1,,,,HET,1,HET,NRB,1,
395,Activa 125 New,NRB,2,,,,HET,2,HET,NRB,2,
396,Activa 125 New,NRB,3,,,,HET,3,HET,NRB,3,
397,Activa 125 New,NRB,4,,,,HET,4,HET,NRB,4,
398,Activa 125 New,NRB,5,,,,HET,5,HET,NRB,5,
399,Activa 125 New,NRB,6,,,,HET,6,HET,NRB,6,
400,Activa 125 New,NRB,7,,,,HET,7,HET,NRB,7,
401,Platina ES,Local,STD,,,,Victor,STD,HET,Local,STD,
402,Platina ES,Local,1,,,,Victor,1,HET,Local,1,
403,Platina ES,Local,2,,,,Victor,2,HET,Local,2,
404,Platina ES,Local,3,,,,Victor,3,HET,Local,3,
405,Platina ES,Local,4,,,,Victor,4,HET,Local,4,
406,Platina ES,Local,5,,,,Victor,5,HET,Local,5,
407,Platina ES,Local,6,,,,Victor,6,HET,Local,6,
408,Platina ES,Local,7,,,,Victor,7,HET,Local,7,
409,Platina ES,NRB,STD,,,,Victor,STD,HET,NRB,STD,
410,Platina ES,NRB,1,,,,Victor,1,HET,NRB,1,
411,Platina ES,NRB,2,,,,Victor,2,HET,NRB,2,
412,Platina ES,NRB,3,,,,Victor,3,HET,NRB,3,
413,Platina ES,NRB,4,,,,Victor,4,HET,NRB,4,
414,Platina ES,NRB,5,,,,Victor,5,HET,NRB,5,
415,Platina ES,NRB,6,,,,Victor,6,HET,NRB,6,
416,Platina ES,NRB,7,,,,Victor,7,HET,NRB,7,
417,Livo,Local,STD,,,,Caliber,STD,HET,Local,STD,
418,Livo,Local,1,,,,Caliber,1,HET,Local,1,
419,Livo,Local,2,,,,Caliber,2,HET,Local,2,
420,Livo,Local,3,,,,Caliber,3,HET,Local,3,
421,Livo,Local,4,,,,Caliber,4,HET,Local,4,
422,Livo,Local,5,,,,Caliber,5,HET,Local,5,
423,Livo,Local,6,,,,Caliber,6,HET,Local,6,
424,Livo,Local,7,,,,Caliber,7,HET,Local,7,
425,Livo,NRB,STD,,,,Caliber,STD,HET,NRB,STD,
426,Livo,NRB,1,,,,Caliber,1,HET,NRB,1,
427,Livo,NRB,2,,,,Caliber,2,HET,NRB,2,
428,Livo,NRB,3,,,,Caliber,3,HET,NRB,3,
429,Livo,NRB,4,,,,Caliber,4,HET,NRB,4,
430,Livo,NRB,5,,,,Caliber,5,HET,NRB,5,
431,Livo,NRB,6,,,,Caliber,6,HET,NRB,6,
432,Livo,NRB,7,,,,Caliber,7,HET,NRB,7,
433,Hero Splendor BS6,Local,STD,,,,Twister,STD,HET,Local,STD,
434,Hero Splendor BS6,Local,1,,,,Twister,1,HET,Local,1,
435,Hero Splendor BS6,Local,2,,,,Twister,2,HET,Local,2,
436,Hero Splendor BS6,Local,3,,,,Twister,3,HET,Local,3,
437,Hero Splendor BS6,Local,4,,,,Twister,4,HET,Local,4,
438,Hero Splendor BS6,Local,5,,,,Twister,5,HET,Local,5,
439,Hero Splendor BS6,Local,6,,,,Twister,6,HET,Local,6,
440,Hero Splendor BS6,Local,7,,,,Twister,7,HET,Local,7,
441,Hero Splendor BS6,NRB,STD,,,,Twister,STD,HET,NRB,STD,
442,Hero Splendor BS6,NRB,1,,,,Twister,1,HET,NRB,1,
443,Hero Splendor BS6,NRB,2,,,,Twister,2,HET,NRB,2,
444,Hero Splendor BS6,NRB,3,,,,Twister,3,HET,NRB,3,
445,Hero Splendor BS6,NRB,4,,,,Twister,4,HET,NRB,4,
446,Hero Splendor BS6,NRB,5,,,,Twister,5,HET,NRB,5,
447,Hero Splendor BS6,NRB,6,,,,Twister,6,HET,NRB,6,
448,Hero Splendor BS6,NRB,7,,,,Twister,7,HET,NRB,7,
449,Destini - 125,Local,STD,,,,HET,STD,HET,Local,STD,
450,Destini - 125,Local,1,,,,HET,1,HET,Local,1,
451,Destini - 125,Local,2,,,,HET,2,HET,Local,2,
452,Destini - 125,Local,3,,,,HET,3,HET,Local,3,
453,Destini - 125,Local,4,,,,HET,4,HET,Local,4,
454,Destini - 125,Local,5,,,,HET,5,HET,Local,5,
455,Destini - 125,Local,6,,,,HET,6,HET,Local,6,
456,Destini - 125,Local,7,,,,HET,7,HET,Local,7,
457,Destini - 125,NRB,STD,,,,HET,STD,HET,NRB,STD,
458,Destini - 125,NRB,1,,,,HET,1,HET,NRB,1,
459,Destini - 125,NRB,2,,,,HET,2,HET,NRB,2,
460,Destini - 125,NRB,3,,,,HET,3,HET,NRB,3,
461,Destini - 125,NRB,4,,,,HET,4,HET,NRB,4,
462,Destini - 125,NRB,5,,,,HET,5,HET,NRB,5,
463,Destini - 125,NRB,6,,,,HET,6,HET,NRB,6,
464,Destini - 125,NRB,7,,,,HET,7,HET,NRB,7,
465,KB45,Local,STD,,,,KB45,STD,KB45,Local,STD,
466,KB45,Local,1,,,,KB45,1,KB45,Local,1,
467,KB45,Local,2,,,,KB45,2,KB45,Local,2,
468,KB45,Local,3,,,,KB45,3,KB45,Local,3,
469,KB45,Local,4,,,,KB45,4,KB45,Local,4,
470,KB45,Local,5,,,,KB45,5,KB45,Local,5,
471,KB45,Local,6,,,,KB45,6,KB45,Local,6,
472,KB45,Local,7,,,,KB45,7,KB45,Local,7,
473,KB45,NRB,STD,,,,KB45,STD,KB45,NRB,STD,
474,KB45,NRB,1,,,,KB45,1,KB45,NRB,1,
475,KB45,NRB,2,,,,KB45,2,KB45,NRB,2,
476,KB45,NRB,3,,,,KB45,3,KB45,NRB,3,
477,KB45,NRB,4,,,,KB45,4,KB45,NRB,4,
478,KB45,NRB,5,,,,KB45,5,KB45,NRB,5,
479,KB45,NRB,6,,,,KB45,6,KB45,NRB,6,
480,KB45,NRB,7,,,,KB45,7,KB45,NRB,7,
481,D - 100 Old,Local,STD,,,,D - 100,STD,KB45,Local,STD,
482,D - 100 Old,Local,1,,,,D - 100,1,KB45,Local,1,
483,D - 100 Old,Local,2,,,,D - 100,2,KB45,Local,2,
484,D - 100 Old,Local,3,,,,D - 100,3,KB45,Local,3,
485,D - 100 Old,Local,4,,,,D - 100,4,KB45,Local,4,
486,D - 100 Old,Local,5,,,,D - 100,5,KB45,Local,5,
487,D - 100 Old,Local,6,,,,D - 100,6,KB45,Local,6,
488,D - 100 Old,Local,7,,,,D - 100,7,KB45,Local,7,
489,D - 100 Old,NRB,STD,,,,D - 100,STD,KB45,NRB,STD,
490,D - 100 Old,NRB,1,,,,D - 100,1,KB45,NRB,1,
491,D - 100 Old,NRB,2,,,,D - 100,2,KB45,NRB,2,
492,D - 100 Old,NRB,3,,,,D - 100,3,KB45,NRB,3,
493,D - 100 Old,NRB,4,,,,D - 100,4,KB45,NRB,4,
494,D - 100 Old,NRB,5,,,,D - 100,5,KB45,NRB,5,
495,D - 100 Old,NRB,6,,,,D - 100,6,KB45,NRB,6,
496,D - 100 Old,NRB,7,,,,D - 100,7,KB45,NRB,7,
497,D - 100 New,Local,STD,,,,D - 100,STD,KB45,Local,STD,
498,D - 100 New,Local,1,,,,D - 100,1,KB45,Local,1,
499,D - 100 New,Local,2,,,,D - 100,2,KB45,Local,2,
500,D - 100 New,Local,3,,,,D - 100,3,KB45,Local,3,
501,D - 100 New,Local,4,,,,D - 100,4,KB45,Local,4,
502,D - 100 New,Local,5,,,,D - 100,5,KB45,Local,5,
503,D - 100 New,Local,6,,,,D - 100,6,KB45,Local,6,
504,D - 100 New,Local,7,,,,D - 100,7,KB45,Local,7,
505,D - 100 New,NRB,STD,,,,D - 100,STD,KB45,NRB,STD,
506,D - 100 New,NRB,1,,,,D - 100,1,KB45,NRB,1,
507,D - 100 New,NRB,2,,,,D - 100,2,KB45,NRB,2,
508,D - 100 New,NRB,3,,,,D - 100,3,KB45,NRB,3,
509,D - 100 New,NRB,4,,,,D - 100,4,KB45,NRB,4,
510,D - 100 New,NRB,5,,,,D - 100,5,KB45,NRB,5,
511,D - 100 New,NRB,6,,,,D - 100,6,KB45,NRB,6,
512,D - 100 New,NRB,7,,,,D - 100,7,KB45,NRB,7,
513,Piago Vespa,Local,STD,,,,Vespa,STD,Unicorn,Local,STD,
514,Piago Vespa,Local,1,,,,Vespa,1,Unicorn,Local,1,
515,Piago Vespa,Local,2,,,,Vespa,2,Unicorn,Local,2,
516,Piago Vespa,Local,3,,,,Vespa,3,Unicorn,Local,3,
517,Piago Vespa,Local,4,,,,Vespa,4,Unicorn,Local,4,
518,Piago Vespa,Local,5,,,,Vespa,5,Unicorn,Local,5,
519,Piago Vespa,Local,6,,,,Vespa,6,Unicorn,Local,6,
520,Piago Vespa,Local,7,,,,Vespa,7,Unicorn,Local,7,
521,Piago Vespa,NRB,STD,,,,Vespa,STD,Unicorn,NRB,STD,
522,Piago Vespa,NRB,1,,,,Vespa,1,Unicorn,NRB,1,
523,Piago Vespa,NRB,2,,,,Vespa,2,Unicorn,NRB,2,
524,Piago Vespa,NRB,3,,,,Vespa,3,Unicorn,NRB,3,
525,Piago Vespa,NRB,4,,,,Vespa,4,Unicorn,NRB,4,
526,Piago Vespa,NRB,5,,,,Vespa,5,Unicorn,NRB,5,
527,Piago Vespa,NRB,6,,,,Vespa,6,Unicorn,NRB,6,
528,Piago Vespa,NRB,7,,,,Vespa,7,Unicorn,NRB,7,
529,Ambition,Local,STD,,,,Ambition,STD,Unicorn,Local,STD,
530,Ambition,Local,1,,,,Ambition,1,Unicorn,Local,1,
531,Ambition,Local,2,,,,Ambition,2,Unicorn,Local,2,
532,Ambition,Local,3,,,,Ambition,3,Unicorn,Local,3,
533,Ambition,Local,4,,,,Ambition,4,Unicorn,Local,4,
534,Ambition,Local,5,,,,Ambition,5,Unicorn,Local,5,
535,Ambition,Local,6,,,,Ambition,6,Unicorn,Local,6,
536,Ambition,Local,7,,,,Ambition,7,Unicorn,Local,7,
537,Ambition,NRB,STD,,,,Ambition,STD,Unicorn,NRB,STD,
538,Ambition,NRB,1,,,,Ambition,1,Unicorn,NRB,1,
539,Ambition,NRB,2,,,,Ambition,2,Unicorn,NRB,2,
540,Ambition,NRB,3,,,,Ambition,3,Unicorn,NRB,3,
541,Ambition,NRB,4,,,,Ambition,4,Unicorn,NRB,4,
542,Ambition,NRB,5,,,,Ambition,5,Unicorn,NRB,5,
543,Ambition,NRB,6,,,,Ambition,6,Unicorn,NRB,6,
544,Ambition,NRB,7,,,,Ambition,7,Unicorn,NRB,7,
545,FZ - 6,Local,STD,,,,Unicorn,STD,Unicorn,Local,STD,
546,FZ - 6,Local,1,,,,Unicorn,1,Unicorn,Local,1,
547,FZ - 6,Local,2,,,,Unicorn,2,Unicorn,Local,2,
548,FZ - 6,Local,3,,,,Unicorn,3,Unicorn,Local,3,
549,FZ - 6,Local,4,,,,Unicorn,4,Unicorn,Local,4,
550,FZ - 6,Local,5,,,,Unicorn,5,Unicorn,Local,5,
551,FZ - 6,Local,6,,,,Unicorn,6,Unicorn,Local,6,
552,FZ - 6,Local,7,,,,Unicorn,7,Unicorn,Local,7,
553,FZ - 6,NRB,STD,,,,Unicorn,STD,Unicorn,NRB,STD,
554,FZ - 6,NRB,1,,,,Unicorn,1,Unicorn,NRB,1,
555,FZ - 6,NRB,2,,,,Unicorn,2,Unicorn,NRB,2,
556,FZ - 6,NRB,3,,,,Unicorn,3,Unicorn,NRB,3,
557,FZ - 6,NRB,4,,,,Unicorn,4,Unicorn,NRB,4,
558,FZ - 6,NRB,5,,,,Unicorn,5,Unicorn,NRB,5,
559,FZ - 6,NRB,6,,,,Unicorn,6,Unicorn,NRB,6,
560,FZ - 6,NRB,7,,,,Unicorn,7,Unicorn,NRB,7,
561,Guesto,Local,STD,,,,Guesto,STD,Unicorn,Local,STD,
562,Guesto,Local,1,,,,Guesto,1,Unicorn,Local,1,
563,Guesto,Local,2,,,,Guesto,2,Unicorn,Local,2,
564,Guesto,Local,3,,,,Guesto,3,Unicorn,Local,3,
565,Guesto,Local,4,,,,Guesto,4,Unicorn,Local,4,
566,Guesto,Local,5,,,,Guesto,5,Unicorn,Local,5,
567,Guesto,Local,6,,,,Guesto,6,Unicorn,Local,6,
568,Guesto,Local,7,,,,Guesto,7,Unicorn,Local,7,
569,Guesto,NRB,STD,,,,Guesto,STD,Unicorn,NRB,STD,
570,Guesto,NRB,1,,,,Guesto,1,Unicorn,NRB,1,
571,Guesto,NRB,2,,,,Guesto,2,Unicorn,NRB,2,
572,Guesto,NRB,3,,,,Guesto,3,Unicorn,NRB,3,
573,Guesto,NRB,4,,,,Guesto,4,Unicorn,NRB,4,
574,Guesto,NRB,5,,,,Guesto,5,Unicorn,NRB,5,
575,Guesto,NRB,6,,,,Guesto,6,Unicorn,NRB,6,
576,Guesto,NRB,7,,,,Guesto,7,Unicorn,NRB,7,
577,Shine,Local,STD,,,,Unicorn,STD,Unicorn,Local,STD,
578,Shine,Local,1,,,,Unicorn,1,Unicorn,Local,1,
579,Shine,Local,2,,,,Unicorn,2,Unicorn,Local,2,
580,Shine,Local,3,,,,Unicorn,3,Unicorn,Local,3,
581,Shine,Local,4,,,,Unicorn,4,Unicorn,Local,4,
582,Shine,Local,5,,,,Unicorn,5,Unicorn,Local,5,
583,Shine,Local,6,,,,Unicorn,6,Unicorn,Local,6,
584,Shine,Local,7,,,,Unicorn,7,Unicorn,Local,7,
585,Shine,NRB,STD,,,,Unicorn,STD,Unicorn,NRB,STD,
586,Shine,NRB,1,,,,Unicorn,1,Unicorn,NRB,1,
587,Shine,NRB,2,,,,Unicorn,2,Unicorn,NRB,2,
588,Shine,NRB,3,,,,Unicorn,3,Unicorn,NRB,3,
589,Shine,NRB,4,,,,Unicorn,4,Unicorn,NRB,4,
590,Shine,NRB,5,,,,Unicorn,5,Unicorn,NRB,5,
591,Shine,NRB,6,,,,Unicorn,6,Unicorn,NRB,6,
592,Shine,NRB,7,,,,Unicorn,7,Unicorn,NRB,7,
593,Unicorn,Local,STD,,,,Unicorn,STD,Unicorn,Local,STD,
594,Unicorn,Local,1,,,,Unicorn,1,Unicorn,Local,1,
595,Unicorn,Local,2,,,,Unicorn,2,Unicorn,Local,2,
596,Unicorn,Local,3,,,,Unicorn,3,Unicorn,Local,3,
597,Unicorn,Local,4,,,,Unicorn,4,Unicorn,Local,4,
598,Unicorn,Local,5,,,,Unicorn,5,Unicorn,Local,5,
599,Unicorn,Local,6,,,,Unicorn,6,Unicorn,Local,6,
600,Unicorn,Local,7,,,,Unicorn,7,Unicorn,Local,7,
601,Unicorn,NRB,STD,,,,Unicorn,STD,Unicorn,NRB,STD,
602,Unicorn,NRB,1,,,,Unicorn,1,Unicorn,NRB,1,
603,Unicorn,NRB,2,,,,Unicorn,2,Unicorn,NRB,2,
604,Unicorn,NRB,3,,,,Unicorn,3,Unicorn,NRB,3,
605,Unicorn,NRB,4,,,,Unicorn,4,Unicorn,NRB,4,
606,Unicorn,NRB,5,,,,Unicorn,5,Unicorn,NRB,5,
607,Unicorn,NRB,6,,,,Unicorn,6,Unicorn,NRB,6,
608,Unicorn,NRB,7,,,,Unicorn,7,Unicorn,NRB,7,
609,Unicorn - 160,Local,STD,,,,Unicorn,STD,Unicorn,Local,STD,
610,Unicorn - 160,Local,1,,,,Unicorn,1,Unicorn,Local,1,
611,Unicorn - 160,Local,2,,,,Unicorn,2,Unicorn,Local,2,
612,Unicorn - 160,Local,3,,,,Unicorn,3,Unicorn,Local,3,
613,Unicorn - 160,Local,4,,,,Unicorn,4,Unicorn,Local,4,
614,Unicorn - 160,Local,5,,,,Unicorn,5,Unicorn,Local,5,
615,Unicorn - 160,Local,6,,,,Unicorn,6,Unicorn,Local,6,
616,Unicorn - 160,Local,7,,,,Unicorn,7,Unicorn,Local,7,
617,Unicorn - 160,NRB,STD,,,,Unicorn,STD,Unicorn,NRB,STD,
618,Unicorn - 160,NRB,1,,,,Unicorn,1,Unicorn,NRB,1,
619,Unicorn - 160,NRB,2,,,,Unicorn,2,Unicorn,NRB,2,
620,Unicorn - 160,NRB,3,,,,Unicorn,3,Unicorn,NRB,3,
621,Unicorn - 160,NRB,4,,,,Unicorn,4,Unicorn,NRB,4,
622,Unicorn - 160,NRB,5,,,,Unicorn,5,Unicorn,NRB,5,
623,Unicorn - 160,NRB,6,,,,Unicorn,6,Unicorn,NRB,6,
624,Unicorn - 160,NRB,7,,,,Unicorn,7,Unicorn,NRB,7,
625,R15,Local,STD,,,,R15,STD,28*35*16,Local,STD,
626,R15,Local,1,,,,R15,1,28*35*16,Local,1,
627,R15,Local,2,,,,R15,2,28*35*16,Local,2,
628,R15,Local,3,,,,R15,3,28*35*16,Local,3,
629,R15,Local,4,,,,R15,4,28*35*16,Local,4,
630,R15,Local,5,,,,R15,5,28*35*16,Local,5,
631,R15,Local,6,,,,R15,6,28*35*16,Local,6,
632,R15,Local,7,,,,R15,7,28*35*16,Local,7,
633,R15,NRB,STD,,,,R15,STD,28*35*16,NRB,STD,
634,R15,NRB,1,,,,R15,1,28*35*16,NRB,1,
635,R15,NRB,2,,,,R15,2,28*35*16,NRB,2,
636,R15,NRB,3,,,,R15,3,28*35*16,NRB,3,
637,R15,NRB,4,,,,R15,4,28*35*16,NRB,4,
638,R15,NRB,5,,,,R15,5,28*35*16,NRB,5,
639,R15,NRB,6,,,,R15,6,28*35*16,NRB,6,
640,R15,NRB,7,,,,R15,7,28*35*16,NRB,7,
641,Victor GLX,Local,STD,,,,GLX,STD,XCD -125,Local,STD,
642,Victor GLX,Local,1,,,,GLX,1,XCD -125,Local,1,
643,Victor GLX,Local,2,,,,GLX,2,XCD -125,Local,2,
644,Victor GLX,Local,3,,,,GLX,3,XCD -125,Local,3,
645,Victor GLX,Local,4,,,,GLX,4,XCD -125,Local,4,
646,Victor GLX,Local,5,,,,GLX,5,XCD -125,Local,5,
647,Victor GLX,Local,6,,,,GLX,6,XCD -125,Local,6,
648,Victor GLX,Local,7,,,,GLX,7,XCD -125,Local,7,
649,Victor GLX,NRB,STD,,,,GLX,STD,XCD -125,NRB,STD,
650,Victor GLX,NRB,1,,,,GLX,1,XCD -125,NRB,1,
651,Victor GLX,NRB,2,,,,GLX,2,XCD -125,NRB,2,
652,Victor GLX,NRB,3,,,,GLX,3,XCD -125,NRB,3,
653,Victor GLX,NRB,4,,,,GLX,4,XCD -125,NRB,4,
654,Victor GLX,NRB,5,,,,GLX,5,XCD -125,NRB,5,
655,Victor GLX,NRB,6,,,,GLX,6,XCD -125,NRB,6,
656,Victor GLX,NRB,7,,,,GLX,7,XCD -125,NRB,7,
657,N - Torq,Local,STD,,,,N - Troq,STD,XCD -125,Local,STD,
658,N - Torq,Local,1,,,,N - Troq,1,XCD -125,Local,1,
659,N - Torq,Local,2,,,,N - Troq,2,XCD -125,Local,2,
660,N - Torq,Local,3,,,,N - Troq,3,XCD -125,Local,3,
661,N - Torq,Local,4,,,,N - Troq,4,XCD -125,Local,4,
662,N - Torq,Local,5,,,,N - Troq,5,XCD -125,Local,5,
663,N - Torq,Local,6,,,,N - Troq,6,XCD -125,Local,6,
664,N - Torq,Local,7,,,,N - Troq,7,XCD -125,Local,7,
665,N - Torq,NRB,STD,,,,N - Troq,STD,XCD -125,NRB,STD,
666,N - Torq,NRB,1,,,,N - Troq,1,XCD -125,NRB,1,
667,N - Torq,NRB,2,,,,N - Troq,2,XCD -125,NRB,2,
668,N - Torq,NRB,3,,,,N - Troq,3,XCD -125,NRB,3,
669,N - Torq,NRB,4,,,,N - Troq,4,XCD -125,NRB,4,
670,N - Torq,NRB,5,,,,N - Troq,5,XCD -125,NRB,5,
671,N - Torq,NRB,6,,,,N - Troq,6,XCD -125,NRB,6,
672,N - Torq,NRB,7,,,,N - Troq,7,XCD -125,NRB,7,
673,TVS  Pheonix,Local,STD,,,,GLX,STD,XCD -125,Local,STD,
674,TVS  Pheonix,Local,1,,,,GLX,1,XCD -125,Local,1,
675,TVS  Pheonix,Local,2,,,,GLX,2,XCD -125,Local,2,
676,TVS  Pheonix,Local,3,,,,GLX,3,XCD -125,Local,3,
677,TVS  Pheonix,Local,4,,,,GLX,4,XCD -125,Local,4,
678,TVS  Pheonix,Local,5,,,,GLX,5,XCD -125,Local,5,
679,TVS  Pheonix,Local,6,,,,GLX,6,XCD -125,Local,6,
680,TVS  Pheonix,Local,7,,,,GLX,7,XCD -125,Local,7,
681,TVS  Pheonix,NRB,STD,,,,GLX,STD,XCD -125,NRB,STD,
682,TVS  Pheonix,NRB,1,,,,GLX,1,XCD -125,NRB,1,
683,TVS  Pheonix,NRB,2,,,,GLX,2,XCD -125,NRB,2,
684,TVS  Pheonix,NRB,3,,,,GLX,3,XCD -125,NRB,3,
685,TVS  Pheonix,NRB,4,,,,GLX,4,XCD -125,NRB,4,
686,TVS  Pheonix,NRB,5,,,,GLX,5,XCD -125,NRB,5,
687,TVS  Pheonix,NRB,6,,,,GLX,6,XCD -125,NRB,6,
688,TVS  Pheonix,NRB,7,,,,GLX,7,XCD -125,NRB,7,
